hours,riverflow,demand,windspeed,windspeed hub height,Power,windfactor,direct,diffuse,temperature,Irradiance,panel_efficiency,efficiency,area_usage,performance_ratio,kW/m²,PV_factor
3695,4812246.964,9.87934E-05,2.409,2.8,0,0,0,0,28.947,0,0.95,0.21,0.33,0.85,0,0
3696,4812246.964,8.70942E-05,2.285,2.7,0,0,0,0,28.486,0,0.95,0.21,0.33,0.85,0,0
3697,4812246.964,7.92947E-05,1.836,2.1,0,0,0,0,28.089,0,0.95,0.21,0.33,0.85,0,0
3698,4812246.964,8.18945E-05,1.619,1.9,0,0,0,0,27.68,0,0.95,0.21,0.33,0.85,0,0
3699,4812246.964,8.83941E-05,1.503,1.8,0,0,0,0,27.313,0,0.95,0.21,0.33,0.85,0,0
3700,4812246.964,9.87934E-05,1.494,1.7,0,0,0,0,27.035,0,0.95,0.21,0.33,0.85,0,0
3701,4812246.964,0.000110493,1.635,1.9,0,0,0,0,26.832,0,0.95,0.21,0.33,0.85,0,0
3702,4812246.964,0.000118292,1.989,2.3,0,0,0,0.003,26.674,0.003,0.95,0.21,0.33,0.85,0.000197505,1.06693562928397E-06
3703,4812246.964,0.000122192,2.382,2.8,0,0,0,0.034,26.99,0.034,0.95,0.21,0.33,0.85,0.00223839,1.20919500332173E-05
3704,4812246.964,0.000127391,2.668,3.1,47.2,8.7351E-06,0.002,0.09,27.906,0.092,0.95,0.21,0.33,0.85,0.00605682,3.27197898535932E-05
3705,4812246.964,0.000123492,2.787,3.3,75.6,1.3991E-05,0.004,0.158,29.073,0.162,0.95,0.21,0.33,0.85,0.01066527,5.76171673551088E-05
3706,4812246.964,0.000122192,2.75,3.2,61.4,1.13631E-05,0.006,0.216,30.11,0.222,0.95,0.21,0.33,0.85,0.01461537,7.89614085008003E-05
3707,4812246.964,0.000122192,2.773,3.2,61.4,1.13631E-05,0.009,0.27,31.007,0.279,0.95,0.21,0.33,0.85,0.018367965,9.9243120032953E-05
3708,4812246.964,0.000131291,2.656,3.1,47.2,8.7351E-06,0.012,0.309,31.723,0.321,0.95,0.21,0.33,0.85,0.021133035,0.00011419427755
3709,4812246.964,0.000127391,2.663,3.1,47.2,8.7351E-06,0.014,0.327,32.311,0.341,0.95,0.21,0.33,0.85,0.022449735,0.000121323040206
3710,4812246.964,0.000118292,2.531,3,33,6.1072E-06,0.015,0.321,32.716,0.336,0.95,0.21,0.33,0.85,0.02212056,0.000119558615212
3711,4812246.964,0.000116992,2.242,2.6,0,0,0.016,0.298,32.981,0.314,0.95,0.21,0.33,0.85,0.02067219,0.000111743732476
3712,4812246.964,0.000116992,2.049,2.4,0,0,0.013,0.238,32.936,0.251,0.95,0.21,0.33,0.85,0.016524585,8.9333794120128E-05
3713,4812246.964,0.000128691,1.917,2.2,0,0,0.004,0.132,32.267,0.136,0.95,0.21,0.33,0.85,0.00895356,4.84082926252814E-05
3714,4812246.964,0.000140391,1.456,1.7,0,0,0.001,0.05,31.172,0.051,0.95,0.21,0.33,0.85,0.003357585,1.815398853807E-05
3715,4812246.964,0.00015469,2.119,2.5,0,0,0,0.002,29.861,0.002,0.95,0.21,0.33,0.85,0.00013167,7.11934043582466E-07
3716,4812246.964,0.00014949,2.602,3,33,6.1072E-06,0,0,29.356,0,0.95,0.21,0.33,0.85,0,0
3717,4812246.964,0.000137791,4.29,5,442,8.17994E-05,0,0,28.978,0,0.95,0.21,0.33,0.85,0,0
3718,4812246.964,0.000123492,4.932,5.8,724,0.0001339882,0,0,28.589,0,0.95,0.21,0.33,0.85,0,0
3719,4812246.964,0.000111792,4.785,5.6,646,0.000119553,0,0,28.221,0,0.95,0.21,0.33,0.85,0,0
3720,4812246.964,8.31944E-05,4.574,5.3,541,0.000100121,0,0,27.968,0,0.95,0.21,0.33,0.85,0,0
3721,4812246.964,8.05946E-05,4.106,4.8,387.6,7.17318E-05,0,0,27.583,0,0.95,0.21,0.33,0.85,0,0
3722,4812246.964,7.92947E-05,4.616,5.4,574,0.0001062282,0,0,27.174,0,0.95,0.21,0.33,0.85,0,0
3723,4812246.964,7.92947E-05,4.722,5.5,607,0.0001123354,0,0,26.672,0,0.95,0.21,0.33,0.85,0,0
3724,4812246.964,8.31944E-05,4.859,5.7,685,0.0001267706,0,0,26.406,0,0.95,0.21,0.33,0.85,0,0
3725,4812246.964,9.09939E-05,4.841,5.7,685,0.0001267706,0,0,26.217,0,0.95,0.21,0.33,0.85,0,0
3726,4812246.964,0.000101393,4.806,5.6,646,0.000119553,0,0.004,26.226,0.004,0.95,0.21,0.33,0.85,0.00026334,1.42386910086582E-06
3727,4812246.964,0.000113092,4.718,5.5,607,0.0001123354,0.001,0.05,26.859,0.051,0.95,0.21,0.33,0.85,0.003357585,1.8154356885467E-05
3728,4812246.964,0.000122192,4.479,5.2,508,9.40138E-05,0.009,0.167,28.632,0.176,0.95,0.21,0.33,0.85,0.01158696,6.26514670410567E-05
3729,4812246.964,0.000124792,4.16,4.9,414.8,7.67656E-05,0.027,0.283,30.324,0.31,0.95,0.21,0.33,0.85,0.02040885,0.00011035892996
3730,4812246.964,0.000128691,3.812,4.5,306,5.66304E-05,0.035,0.358,31.633,0.393,0.95,0.21,0.33,0.85,0.025873155,0.000139922085117
3731,4812246.964,0.000124792,3.64,4.3,261.2,4.83394E-05,0.029,0.377,32.374,0.406,0.95,0.21,0.33,0.85,0.02672901,0.000144570779682
3732,4812246.964,0.000122192,3.281,3.8,158,2.92405E-05,0.026,0.384,32.914,0.41,0.95,0.21,0.33,0.85,0.02699235,0.000146016232019
3733,4812246.964,0.000128691,3.311,3.9,176,3.25717E-05,0.021,0.362,33.253,0.383,0.95,0.21,0.33,0.85,0.025214805,0.000136420448535
3734,4812246.964,0.000132591,4.072,4.8,387.6,7.17318E-05,0.015,0.313,33.316,0.328,0.95,0.21,0.33,0.85,0.02159388,0.00011684598488
3735,4812246.964,0.000126092,4.236,5,442,8.17994E-05,0.011,0.256,33.107,0.267,0.95,0.21,0.33,0.85,0.017577945,9.51265967551498E-05
3736,4812246.964,0.000115692,4.048,4.7,360.4,6.6698E-05,0.006,0.183,32.55,0.189,0.95,0.21,0.33,0.85,0.012442815,6.73432105750932E-05
3737,4812246.964,0.000129991,3.64,4.3,261.2,4.83394E-05,0.002,0.104,31.686,0.106,0.95,0.21,0.33,0.85,0.00697851,3.77717517184365E-05
3738,4812246.964,0.00015339,3.376,3.9,176,3.25717E-05,0,0.035,30.352,0.035,0.95,0.21,0.33,0.85,0.002304225,1.24722759124004E-05
3739,4812246.964,0.00014819,3.283,3.8,158,2.92405E-05,0,0.001,28.872,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.56355184914487E-07
3740,4812246.964,0.000140391,3.557,4.2,238.8,4.41939E-05,0,0,28.075,0,0.95,0.21,0.33,0.85,0,0
3741,4812246.964,0.000122192,4.056,4.7,360.4,6.6698E-05,0,0,27.616,0,0.95,0.21,0.33,0.85,0,0
3742,4812246.964,0.000110493,4.498,5.3,541,0.000100121,0,0,27.244,0,0.95,0.21,0.33,0.85,0,0
3743,4812246.964,9.87934E-05,4.374,5.1,475,8.79066E-05,0,0,26.904,0,0.95,0.21,0.33,0.85,0,0
3744,4812246.964,8.31944E-05,4.092,4.8,387.6,7.17318E-05,0,0,26.609,0,0.95,0.21,0.33,0.85,0,0
3745,4812246.964,8.18945E-05,3.258,3.8,158,2.92405E-05,0,0,26.321,0,0.95,0.21,0.33,0.85,0,0
3746,4812246.964,8.31944E-05,3.989,4.7,360.4,6.6698E-05,0,0,26.02,0,0.95,0.21,0.33,0.85,0,0
3747,4812246.964,8.31944E-05,4.214,4.9,414.8,7.67656E-05,0,0,25.752,0,0.95,0.21,0.33,0.85,0,0
3748,4812246.964,8.70942E-05,4.263,5,442,8.17994E-05,0,0,25.528,0,0.95,0.21,0.33,0.85,0,0
3749,4812246.964,9.22938E-05,4.57,5.3,541,0.000100121,0,0,25.314,0,0.95,0.21,0.33,0.85,0,0
3750,4812246.964,9.74935E-05,4.955,5.8,724,0.0001339882,0,0.005,25.207,0.005,0.95,0.21,0.33,0.85,0.000329175,1.78177655951775E-06
3751,4812246.964,0.000103993,5.314,6.2,894,0.0001654495,0.002,0.065,25.945,0.067,0.95,0.21,0.33,0.85,0.004410945,2.3875848438965E-05
3752,4812246.964,0.000116992,5.648,6.6,1085.2,0.0002008343,0.009,0.152,27.407,0.161,0.95,0.21,0.33,0.85,0.010599435,5.73746773119857E-05
3753,4812246.964,0.000127391,5.859,6.8,1191.6,0.0002205253,0.028,0.267,29.246,0.295,0.95,0.21,0.33,0.85,0.019421325,0.000105133546333
3754,4812246.964,0.000131291,5.997,7,1298,0.0002402164,0.081,0.385,31.207,0.466,0.95,0.21,0.33,0.85,0.03067911,0.000166092826643
3755,4812246.964,0.000124792,5.928,6.9,1244.8,0.0002303709,0.174,0.454,33.133,0.628,0.95,0.21,0.33,0.85,0.04134438,0.000223870434629
3756,4812246.964,0.000129991,5.921,6.9,1244.8,0.0002303709,0.263,0.469,34.787,0.732,0.95,0.21,0.33,0.85,0.04819122,0.000261002950189
3757,4812246.964,0.000133891,6.813,8,1915,0.0003544025,0.293,0.459,35.952,0.752,0.95,0.21,0.33,0.85,0.04950792,0.000268204180419
3758,4812246.964,0.000131291,7.439,8.7,2363.2,0.0004373493,0.234,0.44,36.478,0.674,0.95,0.21,0.33,0.85,0.04437279,0.000240449619383
3759,4812246.964,0.000128691,7.466,8.7,2363.2,0.0004373493,0.14,0.392,36.448,0.532,0.95,0.21,0.33,0.85,0.03502422,0.000189836740403
3760,4812246.964,0.000118292,6.61,7.7,1723,0.0003188697,0.039,0.28,35.708,0.319,0.95,0.21,0.33,0.85,0.021001365,0.000113852290394
3761,4812246.964,0.000129991,6.127,7.2,1416.8,0.0002622023,0.011,0.156,34.568,0.167,0.95,0.21,0.33,0.85,0.010994445,5.96097098863239E-05
3762,4812246.964,0.00014689,5.549,6.5,1032,0.0001909887,0.002,0.059,32.87,0.061,0.95,0.21,0.33,0.85,0.004015935,2.17749046009302E-05
3763,4812246.964,0.00015209,4.904,5.7,685,0.0001267706,0,0.003,30.825,0.003,0.95,0.21,0.33,0.85,0.000197505,1.07092026677338E-06
3764,4812246.964,0.000136491,4.695,5.5,607,0.0001123354,0,0,29.969,0,0.95,0.21,0.33,0.85,0,0
3765,4812246.964,0.000123492,4.395,5.1,475,8.79066E-05,0,0,29.451,0,0.95,0.21,0.33,0.85,0,0
3766,4812246.964,0.000111792,3.975,4.6,333.2,6.16642E-05,0,0,28.718,0,0.95,0.21,0.33,0.85,0,0
3767,4812246.964,9.74935E-05,3.191,3.7,140,2.59093E-05,0,0,28.103,0,0.95,0.21,0.33,0.85,0,0
3768,4812246.964,8.57942E-05,2.655,3.1,47.2,8.7351E-06,0,0,27.644,0,0.95,0.21,0.33,0.85,0,0
3769,4812246.964,8.44943E-05,2.436,2.8,0,0,0,0,27.212,0,0.95,0.21,0.33,0.85,0,0
3770,4812246.964,8.31944E-05,3.57,4.2,238.8,4.41939E-05,0,0,26.835,0,0.95,0.21,0.33,0.85,0,0
3771,4812246.964,8.44943E-05,3.476,4.1,216.4,4.00484E-05,0,0,26.473,0,0.95,0.21,0.33,0.85,0,0
3772,4812246.964,8.57942E-05,3.297,3.9,176,3.25717E-05,0,0,26.16,0,0.95,0.21,0.33,0.85,0,0
3773,4812246.964,9.22938E-05,3.525,4.1,216.4,4.00484E-05,0,0,25.934,0,0.95,0.21,0.33,0.85,0,0
3774,4812246.964,9.74935E-05,3.964,4.6,333.2,6.16642E-05,0,0.008,25.901,0.008,0.95,0.21,0.33,0.85,0.00052668,2.8557904363862E-06
3775,4812246.964,0.000107893,4.343,5.1,475,8.79066E-05,0.012,0.1,27.38,0.112,0.95,0.21,0.33,0.85,0.00737352,3.99811802872791E-05
3776,4812246.964,0.000119592,4.613,5.4,574,0.0001062282,0.077,0.212,29.548,0.289,0.95,0.21,0.33,0.85,0.019026315,0.000103169848986
3777,4812246.964,0.000129991,4.793,5.6,646,0.000119553,0.179,0.294,31.813,0.473,0.95,0.21,0.33,0.85,0.031139955,0.000168873265434
3778,4812246.964,0.000132591,4.826,5.6,646,0.000119553,0.256,0.36,33.792,0.616,0.95,0.21,0.33,0.85,0.04055436,0.000219965119817
3779,4812246.964,0.000127391,4.919,5.8,724,0.0001339882,0.294,0.411,35.355,0.705,0.95,0.21,0.33,0.85,0.046413675,0.000251801182073
3780,4812246.964,0.000124792,4.817,5.6,646,0.000119553,0.303,0.44,36.5,0.743,0.95,0.21,0.33,0.85,0.048915405,0.000265440282546
3781,4812246.964,0.000135191,5.617,6.6,1085.2,0.0002008343,0.283,0.445,37.283,0.728,0.95,0.21,0.33,0.85,0.04792788,0.000260150515655
3782,4812246.964,0.000132591,6.69,7.8,1787,0.000330714,0.226,0.426,37.63,0.652,0.95,0.21,0.33,0.85,0.04292442,0.000233052574087
3783,4812246.964,0.000127391,7.247,8.5,2250,0.0004163998,0.13,0.378,37.499,0.508,0.95,0.21,0.33,0.85,0.03344418,0.00018162316768
3784,4812246.964,0.000122192,7.211,8.4,2183,0.0004040003,0.055,0.285,36.937,0.34,0.95,0.21,0.33,0.85,0.0223839,0.000121580894921
3785,4812246.964,0.000133891,6.496,7.6,1659,0.0003070255,0.022,0.178,36.014,0.2,0.95,0.21,0.33,0.85,0.013167,7.1526869783903E-05
3786,4812246.964,0.00015339,5.985,7,1298,0.0002402164,0.005,0.073,34.219,0.078,0.95,0.21,0.33,0.85,0.00513513,2.78974746347577E-05
3787,4812246.964,0.00014949,5.309,6.2,894,0.0001654495,0,0.003,31.711,0.003,0.95,0.21,0.33,0.85,0.000197505,1.07300972790619E-06
3788,4812246.964,0.00014169,5.059,5.9,763,0.0001412058,0,0,30.539,0,0.95,0.21,0.33,0.85,0,0
3789,4812246.964,0.000129991,4.587,5.4,574,0.0001062282,0,0,29.977,0,0.95,0.21,0.33,0.85,0,0
3790,4812246.964,0.000118292,3.861,4.5,306,5.66304E-05,0,0,29.662,0,0.95,0.21,0.33,0.85,0,0
3791,4812246.964,9.61935E-05,3.362,3.9,176,3.25717E-05,0,0,29.153,0,0.95,0.21,0.33,0.85,0,0
3792,4812246.964,9.09939E-05,3.06,3.6,122,2.25781E-05,0,0,28.569,0,0.95,0.21,0.33,0.85,0,0
3793,4812246.964,8.44943E-05,3.53,4.1,216.4,4.00484E-05,0,0,28.064,0,0.95,0.21,0.33,0.85,0,0
3794,4812246.964,8.44943E-05,4.555,5.3,541,0.000100121,0,0,27.675,0,0.95,0.21,0.33,0.85,0,0
3795,4812246.964,8.31944E-05,4.682,5.5,607,0.0001123354,0,0,27.332,0,0.95,0.21,0.33,0.85,0,0
3796,4812246.964,8.57942E-05,4.786,5.6,646,0.000119553,0,0,26.902,0,0.95,0.21,0.33,0.85,0,0
3797,4812246.964,8.83941E-05,4.971,5.8,724,0.0001339882,0,0,26.489,0,0.95,0.21,0.33,0.85,0,0
3798,4812246.964,0.000100093,5.171,6,802,0.0001484234,0,0.01,26.289,0.01,0.95,0.21,0.33,0.85,0.00065835,3.57670293085768E-06
3799,4812246.964,0.000103993,5.33,6.2,894,0.0001654495,0.036,0.106,28.138,0.142,0.95,0.21,0.33,0.85,0.00934857,5.07893632766436E-05
3800,4812246.964,0.000116992,5.436,6.4,986,0.0001824756,0.15,0.188,30.704,0.338,0.95,0.21,0.33,0.85,0.02225223,0.000120899131851
3801,4812246.964,0.000128691,5.576,6.5,1032,0.0001909887,0.27,0.254,33.174,0.524,0.95,0.21,0.33,0.85,0.03449754,0.000187452086138
3802,4812246.964,0.000132591,5.768,6.7,1138.4,0.0002106798,0.36,0.312,35.204,0.672,0.95,0.21,0.33,0.85,0.04424112,0.000240441639769
3803,4812246.964,0.000135191,6.043,7.1,1357.4,0.0002512094,0.443,0.344,36.928,0.787,0.95,0.21,0.33,0.85,0.051812145,0.000281656368494
3804,4812246.964,0.000132591,6.094,7.1,1357.4,0.0002512094,0.54,0.335,38.426,0.875,0.95,0.21,0.33,0.85,0.057605625,0.000313238571804
3805,4812246.964,0.000129991,6.658,7.8,1787,0.000330714,0.513,0.346,39.321,0.859,0.95,0.21,0.33,0.85,0.056552265,0.000307607135196
3806,4812246.964,0.000135191,7.006,8.2,2049,0.0003792014,0.396,0.36,39.646,0.756,0.95,0.21,0.33,0.85,0.04977126,0.00027080622883
3807,4812246.964,0.000131291,6.955,8.1,1982,0.000366802,0.23,0.355,39.393,0.585,0.95,0.21,0.33,0.85,0.038513475,0.000209609202453
3808,4812246.964,0.000118292,6.804,8,1915,0.0003544025,0.089,0.293,38.542,0.382,0.95,0.21,0.33,0.85,0.02514897,0.000136901713529
3809,4812246.964,0.000122192,6.55,7.7,1723,0.0003188697,0.026,0.18,37.318,0.206,0.95,0.21,0.33,0.85,0.01356201,7.38366868690055E-05
3810,4812246.964,0.00014169,5.908,6.9,1244.8,0.0002303709,0.004,0.071,35.328,0.075,0.95,0.21,0.33,0.85,0.004937625,2.68842739543362E-05
3811,4812246.964,0.00015079,5.422,6.3,940,0.0001739626,0,0.003,32.859,0.003,0.95,0.21,0.33,0.85,0.000197505,1.07539986951815E-06
3812,4812246.964,0.000140391,5.344,6.2,894,0.0001654495,0,0,31.803,0,0.95,0.21,0.33,0.85,0,0
3813,4812246.964,0.000128691,4.757,5.6,646,0.000119553,0,0,31.008,0,0.95,0.21,0.33,0.85,0,0
3814,4812246.964,0.000116992,4.563,5.3,541,0.000100121,0,0,30.326,0,0.95,0.21,0.33,0.85,0,0
3815,4812246.964,0.000105293,3.872,4.5,306,5.66304E-05,0,0,29.697,0,0.95,0.21,0.33,0.85,0,0
3816,4812246.964,9.35937E-05,3.29,3.8,158,2.92405E-05,0,0,29.066,0,0.95,0.21,0.33,0.85,0,0
3817,4812246.964,8.44943E-05,4.332,5.1,475,8.79066E-05,0,0,28.476,0,0.95,0.21,0.33,0.85,0,0
3818,4812246.964,8.31944E-05,5.494,6.4,986,0.0001824756,0,0,28.004,0,0.95,0.21,0.33,0.85,0,0
3819,4812246.964,8.44943E-05,5.876,6.9,1244.8,0.0002303709,0,0,27.535,0,0.95,0.21,0.33,0.85,0,0
3820,4812246.964,8.57942E-05,6.098,7.1,1357.4,0.0002512094,0,0,27.127,0,0.95,0.21,0.33,0.85,0,0
3821,4812246.964,8.70942E-05,6.236,7.3,1476.2,0.0002731953,0,0,26.776,0,0.95,0.21,0.33,0.85,0,0
3822,4812246.964,8.9694E-05,6.423,7.5,1595,0.0002951812,0,0.008,26.578,0.008,0.95,0.21,0.33,0.85,0.00052668,2.86773606934473E-06
3823,4812246.964,0.000102693,6.565,7.7,1723,0.0003188697,0.012,0.096,27.693,0.108,0.95,0.21,0.33,0.85,0.00711018,3.87145479592594E-05
3824,4812246.964,0.000113092,6.671,7.8,1787,0.000330714,0.053,0.213,29.638,0.266,0.95,0.21,0.33,0.85,0.01751211,9.53561894232779E-05
3825,4812246.964,0.000114392,6.714,7.8,1787,0.000330714,0.125,0.31,31.706,0.435,0.95,0.21,0.33,0.85,0.028638225,0.000155954504307
3826,4812246.964,0.000114392,6.845,8,1915,0.0003544025,0.216,0.377,33.554,0.593,0.95,0.21,0.33,0.85,0.039040155,0.000212633209506
3827,4812246.964,0.000107893,7.066,8.3,2116,0.0003916009,0.281,0.421,35.031,0.702,0.95,0.21,0.33,0.85,0.04621617,0.000251771094885
3828,4812246.964,0.000110493,6.662,7.8,1787,0.000330714,0.346,0.432,36.233,0.778,0.95,0.21,0.33,0.85,0.05121963,0.000279098633385
3829,4812246.964,0.000115692,6.612,7.7,1723,0.0003188697,0.33,0.436,36.967,0.766,0.95,0.21,0.33,0.85,0.05042961,0.000274870486122
3830,4812246.964,0.000115692,6.413,7.5,1595,0.0002951812,0.274,0.419,37.186,0.693,0.95,0.21,0.33,0.85,0.045623655,0.00024874362931
3831,4812246.964,0.000111792,6.184,7.2,1416.8,0.0002622023,0.161,0.382,36.8,0.543,0.95,0.21,0.33,0.85,0.035748405,0.000194951509851
3832,4812246.964,0.000103993,5.642,6.6,1085.2,0.0002008343,0.067,0.297,35.829,0.364,0.95,0.21,0.33,0.85,0.02396394,0.000130711209025
3833,4812246.964,0.000107893,4.961,5.8,724,0.0001339882,0.026,0.187,34.524,0.213,0.95,0.21,0.33,0.85,0.014022855,7.64976021772726E-05
3834,4812246.964,0.000119592,4.364,5.1,475,8.79066E-05,0.004,0.073,32.703,0.077,0.95,0.21,0.33,0.85,0.005069295,2.76561783902524E-05
3835,4812246.964,0.000129991,4.016,4.7,360.4,6.6698E-05,0,0.003,30.631,0.003,0.95,0.21,0.33,0.85,0.000197505,1.07754324450426E-06
3836,4812246.964,0.000139091,3.969,4.6,333.2,6.16642E-05,0,0,29.336,0,0.95,0.21,0.33,0.85,0,0
3837,4812246.964,0.000136491,4.034,4.7,360.4,6.6698E-05,0,0,28.294,0,0.95,0.21,0.33,0.85,0,0
3838,4812246.964,0.000116992,4.164,4.9,414.8,7.67656E-05,0,0,27.652,0,0.95,0.21,0.33,0.85,0,0
3839,4812246.964,0.000105293,4.129,4.8,387.6,7.17318E-05,0,0,27.22,0,0.95,0.21,0.33,0.85,0,0
3840,4812246.964,9.35937E-05,4.148,4.8,387.6,7.17318E-05,0,0,26.865,0,0.95,0.21,0.33,0.85,0,0
3841,4812246.964,8.70942E-05,3.852,4.5,306,5.66304E-05,0,0,26.588,0,0.95,0.21,0.33,0.85,0,0
3842,4812246.964,8.57942E-05,5.108,6,802,0.0001484234,0,0,26.397,0,0.95,0.21,0.33,0.85,0,0
3843,4812246.964,8.44943E-05,5.409,6.3,940,0.0001739626,0,0,26.209,0,0.95,0.21,0.33,0.85,0,0
3844,4812246.964,8.44943E-05,5.537,6.5,1032,0.0001909887,0,0,26.024,0,0.95,0.21,0.33,0.85,0,0
3845,4812246.964,8.57942E-05,5.714,6.7,1138.4,0.0002106798,0,0,25.849,0,0.95,0.21,0.33,0.85,0,0
3846,4812246.964,8.57942E-05,6.084,7.1,1357.4,0.0002512094,0,0.005,25.733,0.005,0.95,0.21,0.33,0.85,0.000329175,1.79590734267493E-06
3847,4812246.964,8.70942E-05,6.491,7.6,1659,0.0003070255,0.003,0.067,26.199,0.07,0.95,0.21,0.33,0.85,0.00460845,2.51427479514946E-05
3848,4812246.964,9.22938E-05,6.718,7.9,1851,0.0003425582,0.01,0.172,27.007,0.182,0.95,0.21,0.33,0.85,0.01198197,6.53727883254258E-05
3849,4812246.964,9.22938E-05,6.488,7.6,1659,0.0003070255,0.023,0.276,28.577,0.299,0.95,0.21,0.33,0.85,0.019684665,0.000107405173625
3850,4812246.964,9.35937E-05,5.597,6.5,1032,0.0001909887,0.028,0.339,30.101,0.367,0.95,0.21,0.33,0.85,0.024161445,0.00013184592923
3851,4812246.964,9.09939E-05,4.679,5.5,607,0.0001123354,0.019,0.338,30.865,0.357,0.95,0.21,0.33,0.85,0.023503095,0.000128270309016
3852,4812246.964,8.83941E-05,4.062,4.7,360.4,6.6698E-05,0.019,0.352,31.27,0.371,0.95,0.21,0.33,0.85,0.024424785,0.000133317617905
3853,4812246.964,8.70942E-05,3.819,4.5,306,5.66304E-05,0.02,0.36,31.436,0.38,0.95,0.21,0.33,0.85,0.0250173,0.000136569945196
3854,4812246.964,9.09939E-05,4.365,5.1,475,8.79066E-05,0.02,0.344,31.395,0.364,0.95,0.21,0.33,0.85,0.02396394,0.000130837500184
3855,4812246.964,9.22938E-05,4.96,5.8,724,0.0001339882,0.014,0.281,31.003,0.295,0.95,0.21,0.33,0.85,0.019421325,0.000106049761424
3856,4812246.964,9.61935E-05,5.489,6.4,986,0.0001824756,0.008,0.2,30.29,0.208,0.95,0.21,0.33,0.85,0.01369368,7.47819996850527E-05
3857,4812246.964,0.000100093,6.109,7.1,1357.4,0.0002512094,0.003,0.11,29.368,0.113,0.95,0.21,0.33,0.85,0.007439355,4.06297978218114E-05
3858,4812246.964,0.000132591,5.827,6.8,1191.6,0.0002205253,0,0.034,28.174,0.034,0.95,0.21,0.33,0.85,0.00223839,1.22253916350275E-05
3859,4812246.964,0.000140391,5.436,6.4,986,0.0001824756,0,0.001,27.15,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.59574738148686E-07
3860,4812246.964,0.000135191,5.302,6.2,894,0.0001654495,0,0,26.733,0,0.95,0.21,0.33,0.85,0,0
3861,4812246.964,0.000123492,5.529,6.5,1032,0.0001909887,0,0,26.472,0,0.95,0.21,0.33,0.85,0,0
3862,4812246.964,0.000113092,5.799,6.8,1191.6,0.0002205253,0,0,26.285,0,0.95,0.21,0.33,0.85,0,0
3863,4812246.964,9.87934E-05,5.852,6.8,1191.6,0.0002205253,0,0,26.135,0,0.95,0.21,0.33,0.85,0,0
3864,4812246.964,8.70942E-05,5.652,6.6,1085.2,0.0002008343,0,0,25.981,0,0.95,0.21,0.33,0.85,0,0
3865,4812246.964,7.92947E-05,4.683,5.5,607,0.0001123354,0,0,25.834,0,0.95,0.21,0.33,0.85,0,0
3866,4812246.964,8.18945E-05,4.935,5.8,724,0.0001339882,0,0,25.752,0,0.95,0.21,0.33,0.85,0,0
3867,4812246.964,8.83941E-05,6.047,7.1,1357.4,0.0002512094,0,0,25.69,0,0.95,0.21,0.33,0.85,0,0
3868,4812246.964,9.87934E-05,6.532,7.6,1659,0.0003070255,0,0,25.614,0,0.95,0.21,0.33,0.85,0,0
3869,4812246.964,0.000110493,6.779,7.9,1851,0.0003425582,0,0,25.5,0,0.95,0.21,0.33,0.85,0,0
3870,4812246.964,0.000118292,7.082,8.3,2116,0.0003916009,0,0.003,25.387,0.003,0.95,0.21,0.33,0.85,0.000197505,1.07872460232818E-06
3871,4812246.964,0.000122192,7.409,8.7,2363.2,0.0004373493,0.001,0.051,25.698,0.052,0.95,0.21,0.33,0.85,0.00342342,1.86979132769208E-05
3872,4812246.964,0.000127391,7.25,8.5,2250,0.0004163998,0.006,0.143,26.449,0.149,0.95,0.21,0.33,0.85,0.009809415,5.35777148349501E-05
3873,4812246.964,0.000123492,6.62,7.7,1723,0.0003188697,0.016,0.253,27.747,0.269,0.95,0.21,0.33,0.85,0.017709615,9.67327350048079E-05
3874,4812246.964,0.000122192,5.61,6.6,1085.2,0.0002008343,0.031,0.349,29.458,0.38,0.95,0.21,0.33,0.85,0.0250173,0.0001366616929
3875,4812246.964,0.000122192,4.613,5.4,574,0.0001062282,0.034,0.394,30.721,0.428,0.95,0.21,0.33,0.85,0.02817738,0.00015394526095
3876,4812246.964,0.000131291,3.671,4.3,261.2,4.83394E-05,0.027,0.388,31.419,0.415,0.95,0.21,0.33,0.85,0.027321525,0.000149292336339
3877,4812246.964,0.000127391,4.076,4.8,387.6,7.17318E-05,0.022,0.37,31.771,0.392,0.95,0.21,0.33,0.85,0.02580732,0.000141039359336
3878,4812246.964,0.000118292,5.042,5.9,763,0.0001412058,0.014,0.305,31.642,0.319,0.95,0.21,0.33,0.85,0.021001365,0.00011479056659
3879,4812246.964,0.000116992,5.672,6.6,1085.2,0.0002008343,0.007,0.224,31.094,0.231,0.95,0.21,0.33,0.85,0.015207885,8.31337463628986E-05
3880,4812246.964,0.000116992,5.894,6.9,1244.8,0.0002303709,0.004,0.153,30.33,0.157,0.95,0.21,0.33,0.85,0.010336095,5.65068542454284E-05
3881,4812246.964,0.000128691,5.763,6.7,1138.4,0.0002106798,0.002,0.091,29.485,0.093,0.95,0.21,0.33,0.85,0.006122655,3.34741045407083E-05
3882,4812246.964,0.000140391,6.233,7.3,1476.2,0.0002731953,0,0.032,28.448,0.032,0.95,0.21,0.33,0.85,0.00210672,1.15183570215544E-05
3883,4812246.964,0.00015469,7.202,8.4,2183,0.0004040003,0,0.001,27.297,0.001,0.95,0.21,0.33,0.85,6.5835E-05,3.59952802988472E-07
