;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
2058;2058;46,89;21912,22;0,22;2,87;2,87;0,0;0,0;0,0;0,0;0,0;44,01;5010151,81;904363,3;493100,7;-433174,82;0,0;13,34;81,09
2059;2059;44,42;23164,35;0,36;4,82;4,82;0,0;0,0;0,0;0,0;0,0;39,59;4666525,15;813548,32;493086,01;-343626,66;0,0;13,34;81,09
2060;2060;38,66;22225,25;0,45;6,03;6,03;0,0;0,0;0,0;0,0;0,0;32,63;4466994,25;670376,98;493071,33;-199530,91;0,0;13,34;81,09
2061;2061;34,96;20347,06;0,45;6,03;6,03;0,0;0,0;0,0;0,0;0,0;28,93;4345381,22;594322,61;493056,65;-121613,03;0,0;13,34;81,09
2062;2062;31,26;17216,75;0,36;4,82;4,82;0,0;0,0;0,0;0,0;0,0;26,43;4278076,97;543129,47;493041,96;-67304,25;0,0;13,34;81,09
2063;2063;26,32;12521,27;0,24;3,22;3,22;0,0;0,0;0,0;0,0;0,0;23,1;4283871,95;474711,02;493027,28;5794,99;0,0;13,34;81,09
2064;2064;25,91;10956,11;0,28;3,77;3,77;0,0;0,0;0,0;0,0;0,0;22,14;4310993,43;454935,01;493012,6;27121,48;0,0;13,34;81,09
2065;2065;26,32;7825,79;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;24,6;4290729,64;505435,91;492997,91;-20263,79;0,0;13,34;81,09
2066;2066;26,32;5947,6;0,03;0,4;0,4;0,0;0,0;0,0;0,0;0,0;25,92;4245129,97;532635,29;492983,23;-45599,66;0,0;13,34;81,09
2067;2067;27,56;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,56;4167213,67;566189,37;492968,55;-77916,3;0,0;13,34;81,09
2068;2068;29,2;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,2;4054230,15;599989,78;492953,86;-112983,52;0,0;13,34;81,09
2069;2069;30,85;9077,92;0,0;0,0;0,0;0,0;0,04;3,42;3,42;0,0;27,43;3974501,55;563589,86;492939,18;-79728,6;0,0;13,34;81,09
2070;2070;32,9;17373,26;0,0;0,0;0,0;0,0;0,15;12,09;12,09;0,0;20,82;4022357,14;427695,64;492924,49;47855,6;0,0;13,34;81,09
2071;2071;37,02;21599,19;0,0;0,0;0,0;0,0;0,27;21,82;21,82;0,0;15,19;4181549,51;312118,25;492909,81;159192,37;0,0;13,34;81,09
2072;2072;40,31;22694,8;0,0;0,0;0,0;0,0;0,36;29,26;29,26;0,0;11,05;4424717,21;227032,62;492895,13;243167,71;0,0;13,34;81,09
2073;2073;41,54;21129,64;0,03;0,34;0,34;0,0;0,42;34,38;34,38;0,0;6,82;4756299,6;140168,41;492880,44;331582,39;0,0;13,34;81,09
2074;2074;39,48;17999,33;0,09;1,16;1,16;0,0;0,45;36,22;36,22;0,0;2,1;5187933,99;43232,05;492865,76;431634,38;0,0;13,34;81,09
2075;2075;41,13;16121,14;0,3;3,97;3,97;0,0;0,41;33,31;33,31;0,0;3,84;5585749,82;78914,11;492851,08;397815,83;0,0;13,34;81,09
2076;2076;42,36;15495,07;0,62;8,23;8,23;0,0;0,39;31,43;31,43;0,0;2,7;6007624,09;55467,05;492836,39;421874,27;0,0;13,34;81,09
2077;2077;41,54;15338,56;0,77;10,25;10,25;0,0;0,32;25,67;19,36;6,31;11,93;6240000,0;245107,24;492821,71;232375,91;0,0;13,34;81,09
2078;2078;40,72;15182,04;0,71;9,41;9,41;0,0;0,22;17,68;8,07;9,62;23,25;6240000,0;477624,99;492807,03;-0,0;0,0;13,34;81,09
2079;2079;37,43;15025,52;0,45;6,03;6,03;0,0;0,12;9,35;8,14;1,21;23,25;6240000,0;477766,82;492792,34;0,0;0,0;13,34;81,09
2080;2080;41,13;16434,17;0,33;4,38;4,38;0,0;0,03;2,18;2,18;0,0;34,57;6006093,4;710250,09;492777,66;-233906,6;0,0;13,34;81,09
2081;2081;46,47;18781,91;0,36;4,82;4,82;0,0;0,0;0,0;0,0;0,0;41,65;5624276,39;855798,09;492762,98;-381817,01;0,0;13,34;81,09
2082;2082;48,12;21912,22;0,38;5,06;5,06;0,0;0,0;0,0;0,0;0,0;43,06;5210368,75;884743,7;492748,29;-413907,63;0,0;13,34;81,09
2083;2083;43,18;23164,35;0,33;4,38;4,38;0,0;0,0;0,0;0,0;0,0;38,8;4882682,77;797255,24;492733,61;-327685,98;0,0;13,34;81,09
2084;2084;39,07;22225,25;0,3;3,97;3,97;0,0;0,0;0,0;0,0;0,0;35,1;4632023,96;721152,49;492718,93;-250658,81;0,0;13,34;81,09
2085;2085;35,37;20347,06;0,3;3,97;3,97;0,0;0,0;0,0;0,0;0,0;31,4;4459283,02;645098,12;492704,24;-172740,94;0,0;13,34;81,09
2086;2086;30,85;17216,75;0,45;6,03;6,03;0,0;0,0;0,0;0,0;0,0;24,81;4424938,74;509817,1;492689,56;-34344,28;0,0;13,34;81,09
2087;2087;27,14;12521,27;0,31;4,18;4,18;0,0;0,0;0,0;0,0;0,0;22,97;4433207,84;471884,5;492674,88;8269,11;0,0;13,34;81,09
2088;2088;26,73;10956,11;0,53;7,09;7,09;0,0;0,0;0,0;0,0;0,0;19,64;4511302,6;403609,33;492660,19;78094,75;0,0;13,34;81,09
2089;2089;26,32;7825,79;0,45;6,03;6,03;0,0;0,0;0,0;0,0;0,0;20,29;4579262,48;416859,83;492645,51;67959,89;0,0;13,34;81,09
2090;2090;26,73;5947,6;0,27;3,57;3,57;0,0;0,0;0,0;0,0;0,0;23,17;4589908,21;476037,49;492630,83;10645,73;0,0;13,34;81,09
2091;2091;27,14;4695,48;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;25,78;4548038,38;529790,5;492616,14;-41869,83;0,0;13,34;81,09
2092;2092;29,2;5947,6;0,01;0,15;0,15;0,0;0,0;0,0;0,0;0,0;29,05;4437716,49;596975,75;492601,46;-110321,89;0,0;13,34;81,09
2093;2093;30,85;9077,92;0,0;0,0;0,0;0,0;0,04;3,2;3,2;0,0;27,64;4353247,7;567977,64;492586,77;-84468,79;0,0;13,34;81,09
2094;2094;34,14;17373,26;0,0;0,0;0,0;0,0;0,14;11,66;11,66;0,0;22,48;4366621,87;461824,66;492572,09;13374,17;0,0;13,34;81,09
2095;2095;37,84;21599,19;0,0;0,0;0,0;0,0;0,25;20,54;20,54;0,0;17,29;4482232,83;355347,25;492557,41;115610,96;0,0;13,34;81,09
2096;2096;41,13;22694,8;0,0;0,0;0,0;0,0;0,35;28,02;28,02;0,0;13,11;4682696,69;269384,06;492542,72;200463,86;0,0;13,34;81,09
2097;2097;41,95;21129,64;0,0;0,0;0,0;0,0;0,41;33,27;33,27;0,0;8,68;4975754,18;178340,91;492528,04;293057,49;0,0;13,34;81,09
2098;2098;40,31;17999,33;0,05;0,62;0,62;0,0;0,44;35,92;35,92;0,0;3,76;5372921,23;77346,98;492513,36;397167,05;0,0;13,34;81,09
2099;2099;39,48;16121,14;0,19;2,55;2,55;0,0;0,42;34,0;34,0;0,0;2,93;5789003,17;60295,6;492498,67;416081,94;0,0;13,34;81,09
2100;2100;42,77;15495,07;0,33;4,38;4,38;0,0;0,39;31,73;31,73;0,0;6,66;6129212,54;136779,55;492483,99;340209,37;0,0;13,34;81,09
2101;2101;41,95;15338,56;0,4;5,3;5,3;0,0;0,3;24,43;18,82;5,61;17,83;6240000,0;366343,29;492469,31;110787,46;0,0;13,34;81,09
2102;2102;40,31;15182,04;0,41;5,53;5,53;0,0;0,2;15,89;11,54;4,34;23,23;6240000,0;477272,58;492454,62;-0,0;0,0;13,34;81,09
2103;2103;38,66;15025,52;0,43;5,77;5,77;0,0;0,11;8,54;8,54;0,0;24,35;6217123,49;500290,93;492439,94;-22876,51;0,0;13,34;81,09
2104;2104;42,36;16434,17;0,41;5,53;5,53;0,0;0,02;2,01;2,01;0,0;34,82;5977644,14;715470,44;492425,26;-239479,35;0,0;13,34;81,09
2105;2105;48,53;18781,91;0,38;5,06;5,06;0,0;0,0;0,0;0,0;0,0;43,47;5558077,95;893194,85;492410,57;-419566,19;0,0;13,34;81,09
2106;2106;47,3;21912,22;0,34;4,59;4,59;0,0;0,0;0,0;0,0;0,0;42,71;5151002,24;877559,38;492395,89;-407075,71;0,0;13,34;81,09
2107;2107;44,83;23164,35;0,27;3,57;3,57;0,0;0,0;0,0;0,0;0,0;41,26;4772353,73;847865,37;492381,21;-378648,52;0,0;13,34;81,09
2108;2108;41,13;22225,25;0,2;2,7;2,7;0,0;0,0;0,0;0,0;0,0;38,43;4452873,78;789621,21;492366,52;-319479,94;0,0;13,34;81,09
2109;2109;37,43;20347,06;0,16;2,11;2,11;0,0;0,0;0,0;0,0;0,0;35,31;4199261,57;725616,99;492351,84;-253612,21;0,0;13,34;81,09
2110;2110;30,43;17216,75;0,11;1,48;1,48;0,0;0,0;0,0;0,0;0,0;28,95;4079471,36;594910,62;492337,16;-119790,21;0,0;13,34;81,09
2111;2111;28,79;12521,27;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;27,43;3995679,86;563592,71;492322,47;-83791,5;0,0;13,34;81,09
2112;2112;26,73;10956,11;0,23;3,04;3,04;0,0;0,0;0,0;0,0;0,0;23,69;3990307,92;486723,62;492307,79;-5371,94;0,0;13,34;81,09
2113;2113;26,73;7825,79;0,2;2,7;2,7;0,0;0,0;0,0;0,0;0,0;24,04;3980927,53;493847,7;492293,11;-9380,39;0,0;13,34;81,09
2114;2114;26,32;5947,6;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;24,06;3972819,1;494439,25;492278,42;-8108,43;0,0;13,34;81,09
2115;2115;27,14;4695,48;0,13;1,72;1,72;0,0;0,0;0,0;0,0;0,0;25,42;3938049,75;522337,61;492263,74;-34769,35;0,0;13,34;81,09
2116;2116;27,97;5947,6;0,09;1,26;1,26;0,0;0,0;0,04;0,04;0,0;26,66;3876491,26;547859,94;492249,05;-61558,48;0,0;13,34;81,09
2117;2117;31,67;9077,92;0,06;0,86;0,86;0,0;0,04;3,33;3,33;0,0;27,47;3795119,31;564528,41;492234,37;-81371,95;0,0;13,34;81,09
2118;2118;32,9;17373,26;0,05;0,7;0,7;0,0;0,15;11,79;11,79;0,0;20,41;3850558,03;419407,7;492219,69;55438,73;0,0;13,34;81,09
2119;2119;37,02;21599,19;0,05;0,7;0,7;0,0;0,26;21,1;21,1;0,0;15,21;4008557,96;312605,88;492205,0;157999,93;0,0;13,34;81,09
2120;2120;40,72;22694,8;0,05;0,62;0,62;0,0;0,36;29,6;29,6;0,0;10,5;4262376,98;215676,5;492190,32;253819,01;0,0;13,34;81,09
2121;2121;41,95;21129,64;0,05;0,7;0,7;0,0;0,4;32,63;32,63;0,0;8,62;4556349,54;177073,43;492175,64;293972,57;0,0;13,34;81,09
2122;2122;42,77;17999,33;0,07;0,96;0,96;0,0;0,43;34,55;34,55;0,0;7,26;4881359,41;149151,76;492160,95;325009,87;0,0;13,34;81,09
2123;2123;41,95;16121,14;0,17;2,26;2,26;0,0;0,43;34,51;34,51;0,0;5,18;5250890,64;106493,91;492146,27;369531,23;0,0;13,34;81,09
2124;2124;41,13;15495,07;0,28;3,77;3,77;0,0;0,39;31,22;31,22;0,0;6,14;5601411,4;126115,76;492131,59;350520,75;0,0;13,34;81,09
2125;2125;42,77;15338,56;0,31;4,18;4,18;0,0;0,33;26,52;26,52;0,0;12,07;5830146,91;248042,83;492116,9;228735,51;0,0;13,34;81,09
2126;2126;41,54;15182,04;0,25;3,39;3,39;0,0;0,22;17,98;17,98;0,0;20,17;5892700,2;414366,88;492102,22;62553,3;0,0;13,34;81,09
2127;2127;37,43;15025,52;0,15;1,96;1,96;0,0;0,1;8,46;8,46;0,0;27,01;5814887,4;554874,82;492087,54;-77812,81;0,0;13,34;81,09
2128;2128;38,66;16434,17;0,06;0,78;0,78;0,0;0,03;2,14;2,14;0,0;35,74;5556124,49;734401,59;492072,85;-258762,91;0,0;13,34;81,09
2129;2129;44,83;18781,91;0,02;0,21;0,21;0,0;0,0;0,0;0,0;0,0;44,62;5112596,19;916804,56;492058,17;-443528,3;0,0;13,34;81,09
2130;2130;47,71;21912,22;0,07;0,96;0,96;0,0;0,0;0,0;0,0;0,0;46,75;4622224,61;960502,85;492043,49;-490371,59;0,0;13,34;81,09
2131;2131;44,42;23164,35;0,14;1,84;1,84;0,0;0,0;0,0;0,0;0,0;42,57;4216310,16;874778,89;492028,8;-405914,44;0,0;13,34;81,09
2132;2132;40,72;22225,25;0,22;2,87;2,87;0,0;0,0;0,0;0,0;0,0;37,85;3908491,01;777608,02;492014,12;-307819,15;0,0;13,34;81,09
2133;2133;37,02;20347,06;0,38;5,06;5,06;0,0;0,0;0,0;0,0;0,0;31,95;3723568,78;656574,61;491999,44;-184922,23;0,0;13,34;81,09
2134;2134;33,31;17216,75;0,47;6,3;6,3;0,0;0,0;0,0;0,0;0,0;27,02;3643244,04;555092,75;491984,75;-80324,74;0,0;13,34;81,09
2135;2135;29,61;12521,27;0,34;4,59;4,59;0,0;0,0;0,0;0,0;0,0;25,02;3608508,98;514183,85;491970,07;-34735,05;0,0;13,34;81,09
2136;2136;26,73;10956,11;0,38;5,06;5,06;0,0;0,0;0,0;0,0;0,0;21,67;3644195,65;445312,61;491955,39;35686,67;0,0;13,34;81,09
2137;2137;26,32;7825,79;0,24;3,22;3,22;0,0;0,0;0,0;0,0;0,0;23,1;3653599,53;474711,02;491940,7;9403,88;0,0;13,34;81,09
2138;2138;26,73;5947,6;0,09;1,26;1,26;0,0;0,0;0,0;0,0;0,0;25,47;3616192,71;523385,24;491926,02;-37406,82;0,0;13,34;81,09
2139;2139;27,14;4695,48;0,03;0,34;0,34;0,0;0,0;0,0;0,0;0,0;26,81;3552574,63;550833,94;491911,33;-63618,08;0,0;13,34;81,09
2140;2140;27,56;5947,6;0,0;0,0;0,0;0,0;0,0;0,04;0,04;0,0;27,51;3473211,86;565311,82;491896,65;-79362,77;0,0;13,34;81,09
2141;2141;28,38;9077,92;0,0;0,0;0,0;0,0;0,04;3,37;3,37;0,0;25,0;3442252,4;513763,51;491881,97;-30959,46;0,0;13,34;81,09
2142;2142;32,49;17373,26;0,0;0,0;0,0;0,0;0,15;12,17;12,17;0,0;20,32;3499251,06;417495,37;491867,28;56998,66;0,0;13,34;81,09
2143;2143;35,78;21599,19;0,0;0,0;0,0;0,0;0,27;21,82;21,82;0,0;13,96;3682733,67;286770,79;491852,6;183482,61;0,0;13,34;81,09
2144;2144;36,19;22694,8;0,0;0,0;0,0;0,0;0,38;30,88;30,88;0,0;5,31;4042696,84;109179,95;491837,92;359963,16;0,0;13,34;81,09
2145;2145;36,19;21129,64;0,05;0,62;0,62;0,0;0,44;35,66;35,57;0,09;0,0;4513390,43;0,0;491823,23;470693,59;0,0;13,34;81,09
2146;2146;34,14;17999,33;0,13;1,72;1,72;0,0;0,47;38,05;32,41;5,64;0,0;4987199,65;0,0;491808,55;473809,22;0,0;13,34;81,09
2147;2147;34,96;16121,14;0,41;5,53;5,53;0,0;0,45;36,6;29,43;7,18;0,0;5462872,38;0,0;491793,87;475672,73;0,0;13,34;81,09
2148;2148;36,6;15495,07;0,71;9,41;9,41;0,0;0,39;31,61;27,2;4,41;0,0;5939156,5;0,0;491779,18;476284,11;0,0;13,34;81,09
2149;2149;36,6;15338,56;0,77;10,25;10,25;0,0;0,32;25,63;17,81;7,82;8,55;6240000,0;175582,44;491764,5;300843,5;0,0;13,34;81,09
2150;2150;35,37;15182,04;0,77;10,25;10,25;0,0;0,21;17,0;1,92;15,08;23,19;6240000,0;476567,78;491749,82;-0,0;0,0;13,34;81,09
2151;2151;32,9;15025,52;0,47;6,3;6,3;0,0;0,09;7,6;3,4;4,2;23,2;6240000,0;476709,61;491735,13;0,0;0,0;13,34;81,09
2152;2152;34,14;16434,17;0,18;2,4;2,4;0,0;0,03;2,22;2,22;0,0;29,51;6108933,52;606352,76;491720,45;-131066,48;0,0;13,34;81,09
2153;2153;37,84;18781,91;0,1;1,36;1,36;0,0;0,0;0,0;0,0;0,0;36,48;5832353,74;749503,65;491705,77;-276579,79;0,0;13,34;81,09
2154;2154;41,13;21912,22;0,09;1,26;1,26;0,0;0,0;0,0;0,0;0,0;39,87;5482973,85;819158,75;491691,08;-349379,89;0,0;13,34;81,09
2155;2155;44,01;23164,35;0,17;2,26;2,26;0,0;0,0;0,0;0,0;0,0;41,75;5093670,52;857815,38;491676,4;-389303,33;0,0;13,34;81,09
2156;2156;43,18;22225,25;0,24;3,22;3,22;0,0;0,0;0,0;0,0;0,0;39,97;4741922,13;821184,85;491661,72;-351748,39;0,0;13,34;81,09
2157;2157;37,02;20347,06;0,38;5,06;5,06;0,0;0,0;0,0;0,0;0,0;31,95;4556647,49;656574,61;491647,03;-185274,64;0,0;13,34;81,09
2158;2158;33,31;17216,75;0,41;5,53;5,53;0,0;0,0;0,0;0,0;0,0;27,78;4460260,83;570802,26;491632,35;-96386,66;0,0;13,34;81,09
2159;2159;29,61;12521,27;0,34;4,59;4,59;0,0;0,0;0,0;0,0;0,0;25,02;4425173,38;514183,85;491617,66;-35087,45;0,0;13,34;81,09
2160;2160;26,97;10956,11;0,28;3,77;3,77;0,0;0,0;0,0;0,0;0,0;23,2;4429129,22;476691,03;491602,98;3955,84;0,0;13,34;81,09
2161;2161;26,57;7825,79;0,14;1,84;1,84;0,0;0,0;0,0;0,0;0,0;24,72;4405344,91;507986,34;492027,82;-23784,31;0,0;13,34;81,09
2162;2162;26,16;5947,6;0,03;0,4;0,4;0,0;0,0;0,0;0,0;0,0;25,77;4362450,69;529399,28;492452,67;-42894,22;0,0;13,34;81,09
2163;2163;26,16;4695,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,16;4313031,62;537601,11;492877,51;-49419,07;0,0;13,34;81,09
2164;2164;26,57;5947,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,57;4254514,52;545871,85;493302,35;-58517,1;0,0;13,34;81,09
2165;2165;26,57;9077,92;0,0;0,0;0,0;0,0;0,03;2,18;2,18;0,0;24,39;4238047,33;501116,46;493727,19;-16467,19;0,0;13,34;81,09
2166;2166;26,97;17373,26;0,0;0,0;0,0;0,0;0,09;7,6;7,6;0,0;19,37;4316888,59;397937,51;494152,03;78841,26;0,0;13,34;81,09
2167;2167;28,58;21599,19;0,04;0,54;0,54;0,0;0,21;17,08;17,08;0,0;10,95;4564806,15;225060,12;494576,88;247917,57;0,0;13,34;81,09
2168;2168;28,58;22694,8;0,1;1,36;1,36;0,0;0,34;27,42;27,22;0,2;0,0;5037113,07;0,0;495001,72;472306,92;0,0;13,34;81,09
2169;2169;28,98;21129,64;0,17;2,26;2,26;0,0;0,39;31,31;26,72;4,58;0,0;5511409,98;0,0;495426,56;474296,92;0,0;13,34;81,09
2170;2170;28,18;17999,33;0,23;3,04;3,04;0,0;0,36;29,34;25,13;4,21;0,0;5989262,06;0,0;495851,4;477852,08;0,0;13,34;81,09
2171;2171;27,37;16121,14;0,36;4,82;4,82;0,0;0,34;27,55;11,38;16,17;11,17;6240000,0;229417,17;496276,24;250737,94;0,0;13,34;81,09
2172;2172;26,97;15495,07;0,41;5,53;3,55;1,98;0,33;27,16;0,0;27,16;23,42;6240000,0;481206,01;496701,09;0,0;0,0;13,34;81,09
2173;2173;28,18;15338,56;0,34;4,59;4,59;0,0;0,29;23,45;0,14;23,31;23,45;6240000,0;481787,37;497125,93;-0,0;0,0;13,34;81,09
2174;2174;28,58;15182,04;0,27;3,57;3,57;0,0;0,19;15,63;1,54;14,09;23,48;6240000,0;482368,73;497550,77;0,0;0,0;13,34;81,09
2175;2175;29,79;15025,52;0,24;3,22;3,22;0,0;0,09;7,65;3,06;4,58;23,5;6240000,0;482950,09;497975,61;-0,0;0,0;13,34;81,09
2176;2176;30,99;16434,17;0,16;2,11;2,11;0,0;0,02;1,79;1,79;0,0;27,09;6165356,31;556609,98;498400,45;-74643,69;0,0;13,34;81,09
2177;2177;41,06;18781,91;0,07;0,96;0,96;0,0;0,0;0,0;0,0;0,0;40,1;5821541,78;823857,93;498825,3;-343814,53;0,0;13,34;81,09
2178;2178;43,47;21912,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,47;5405634,96;893244,73;499250,14;-415906,81;0,0;13,34;81,09
2179;2179;41,86;23164,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,86;5021986,22;860159,37;499674,98;-383648,74;0,0;13,34;81,09
2180;2180;38,24;22225,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,24;4714137,48;785723,31;500099,82;-307848,74;0,0;13,34;81,09
2181;2181;35,02;20347,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,02;4474756,5;719558,59;500524,67;-239380,99;0,0;13,34;81,09
2182;2182;30,59;17216,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,59;4329909,41;628579,85;500949,51;-144847,09;0,0;13,34;81,09
2183;2183;26,97;12521,27;0,08;1,06;1,06;0,0;0,0;0,0;0,0;0,0;25,91;4286430,56;532331,93;501374,35;-43478,86;0,0;13,34;81,09
2184;2184;24,55;10956,11;0,24;3,22;3,22;0,0;0,0;0,0;0,0;0,0;21,34;4338881,59;438392,05;501799,19;52451,03;0,0;13,34;81,09
2185;2185;25,36;7825,79;0,43;5,77;5,77;0,0;0,0;0,0;0,0;0,0;19,59;4430772,23;402507,6;502224,03;91890,64;0,0;13,34;81,09
2186;2186;27,37;5947,6;0,49;6,56;6,56;0,0;0,0;0,0;0,0;0,0;20,81;4499887,99;427585,51;502648,88;69115,76;0,0;13,34;81,09
2187;2187;30,59;4695,48;0,34;4,59;4,59;0,0;0,0;0,0;0,0;0,0;26,0;4463943,47;534322,76;503073,72;-35944,52;0,0;13,34;81,09
2188;2188;34,22;5947,6;0,2;2,7;2,7;0,0;0,0;0,04;0,04;0,0;31,47;4314796,05;646698,38;503498,56;-149147,42;0,0;13,34;81,09
2189;2189;36,63;9077,92;0,12;1,6;1,6;0,0;0,04;3,03;3,03;0,0;32,0;4152221,01;657420,52;503923,4;-162575,04;0,0;13,34;81,09
2190;2190;37,84;17373,26;0,08;1,06;1,06;0,0;0,13;10,76;10,76;0,0;26,01;4104698,93;534497,06;504348,24;-47522,08;0,0;13,34;81,09
2191;2191;39,45;21599,19;0,05;0,62;0,62;0,0;0,25;20,03;20,03;0,0;18,79;4201696,35;386176,48;504773,09;96997,42;0,0;13,34;81,09
2192;2192;38,24;22694,8;0,03;0,4;0,4;0,0;0,35;28,36;28,36;0,0;9,48;4489375,56;194823,91;505197,93;287679,21;0,0;13,34;81,09
2193;2193;37,84;21129,64;0,03;0,46;0,46;0,0;0,41;33,4;33,4;0,0;3,98;4892164,74;81703,95;505622,77;402789,18;0,0;13,34;81,09
2194;2194;37,84;17999,33;0,05;0,62;0,62;0,0;0,4;32,76;32,76;0,0;4,46;5288633,77;91579,26;506047,61;396469,03;0,0;13,34;81,09
2195;2195;40,66;16121,14;0,1;1,36;1,36;0,0;0,38;30,92;30,92;0,0;8,37;5606933,03;172052,06;506472,45;318299,26;0,0;13,34;81,09
2196;2196;39,45;15495,07;0,18;2,4;2,4;0,0;0,34;27,29;27,29;0,0;9,75;5897968,48;200366,77;506897,3;291035,45;0,0;13,34;81,09
2197;2197;36,63;15338,56;0,2;2,7;2,7;0,0;0,26;20,71;20,71;0,0;13,22;6118363,03;271589,03;507322,14;220394,55;0,0;13,34;81,09
2198;2198;36,23;15182,04;0,15;1,96;1,96;0,0;0,16;13,15;13,15;0,0;21,11;6177212,59;433715,38;507746,98;58849,56;0,0;13,34;81,09
2199;2199;36,23;15025,52;0,1;1,36;1,36;0,0;0,08;6,15;6,15;0,0;28,72;6080302,75;590056,14;508171,82;-96909,84;0,0;13,34;81,09
2200;2200;39,85;16434,17;0,07;0,96;0,96;0,0;0,02;1,49;1,49;0,0;37,39;5804135,82;768329,43;508596,66;-276166,93;0,0;13,34;81,09
2201;2201;43,47;18781,91;0,09;1,16;1,16;0,0;0,0;0,0;0,0;0,0;42,31;5424987,23;869388,19;509021,51;-379148,59;0,0;13,34;81,09
2202;2202;47,9;21912,22;0,09;1,26;1,26;0,0;0,0;0,0;0,0;0,0;46,64;4954200,32;958321,04;509446,35;-470786,91;0,0;13,34;81,09
2203;2203;46,29;23164,35;0,15;1,96;1,96;0,0;0,0;0,0;0,0;0,0;44,33;4530138,85;910768,31;509871,19;-424061,47;0,0;13,34;81,09
2204;2204;42,67;22225,25;0,33;4,38;4,38;0,0;0,0;0,0;0,0;0,0;38,29;4231563,28;786646,35;510296,03;-298575,57;0,0;13,34;81,09
2205;2205;38,24;20347,06;0,41;5,53;5,53;0,0;0,0;0,0;0,0;0,0;32,71;4049906,82;672030,27;510720,88;-181656,46;0,0;13,34;81,09
2206;2206;34,62;17216,75;0,4;5,3;5,3;0,0;0,0;0,0;0,0;0,0;29,32;3941382,59;602453,2;511145,72;-108524,23;0,0;13,34;81,09
2207;2207;25,76;12521,27;0,3;3,97;3,97;0,0;0,0;0,0;0,0;0,0;21,79;3992754,45;447677,43;511570,56;51371,86;0,0;13,34;81,09
2208;2208;24,96;10956,11;0,53;7,09;7,09;0,0;0,0;0,0;0,0;0,0;17,87;4126683,2;367110,54;511995,4;133928,75;0,0;13,34;81,09
2209;2209;24,55;7825,79;0,4;5,3;5,3;0,0;0,0;0,0;0,0;0,0;19,26;4235593,56;395684,09;512420,24;108910,36;0,0;13,34;81,09
2210;2210;24,55;5947,6;0,19;2,55;2,55;0,0;0,0;0,0;0,0;0,0;22,0;4290398,83;452092,21;512845,09;54805,27;0,0;13,34;81,09
2211;2211;25,76;4695,48;0,07;0,96;0,96;0,0;0,0;0,0;0,0;0,0;24,8;4289407,68;509565,6;513269,93;-991,15;0,0;13,34;81,09
2212;2212;28,18;5947,6;0,01;0,15;0,15;0,0;0,0;0,04;0,04;0,0;27,99;4222091,63;575063,21;513694,77;-67316,05;0,0;13,34;81,09
2213;2213;31,4;9077,92;0,0;0,0;0,0;0,0;0,04;3,03;3,03;0,0;28,37;4144317,31;582816,01;514119,61;-77774,32;0,0;13,34;81,09
2214;2214;35,02;17373,26;0,0;0,0;0,0;0,0;0,14;11,4;11,4;0,0;23,62;4156237,52;485250,98;514544,45;11920,21;0,0;13,34;81,09
2215;2215;37,84;21599,19;0,0;0,0;0,0;0,0;0,26;21,44;21,44;0,0;16,4;4312689,06;336918,57;514969,3;156451,54;0,0;13,34;81,09
2216;2216;38,64;22694,8;0,0;0,0;0,0;0,0;0,38;30,54;30,54;0,0;8,11;4638846,7;166541,69;515394,14;326157,64;0,0;13,34;81,09
2217;2217;39,85;21129,64;0,0;0,0;0,0;0,0;0,45;36,52;36,52;0,0;3,33;5065038,25;68497,79;515818,98;426191,55;0,0;13,34;81,09
2218;2218;38,64;17999,33;0,0;0,0;0,0;0,0;0,46;37,24;37,24;0,0;1,4;5534517,43;28765,31;516243,82;469479,19;0,0;13,34;81,09
2219;2219;37,84;16121,14;0,05;0,7;0,7;0,0;0,44;35,36;35,36;0,0;1,77;5998660,67;36404,29;516668,66;464143,24;0,0;13,34;81,09
2220;2220;39,85;15495,07;0,14;1,84;1,84;0,0;0,4;32,37;25,34;7,03;12,67;6240000,0;260259,11;517093,51;241339,33;0,0;13,34;81,09
2221;2221;41,06;15338,56;0,18;2,4;2,4;0,0;0,32;25,8;14,21;11,58;24,44;6240000,0;502179,79;517518,35;0,0;0,0;13,34;81,09
