;Hour;Energy Demand;Water Demand;Factor Wind;Wind Output;Wind Usage;Wind Over;Factor PV;PV Output;PV Usage;PV Over;Dam Output;Storage;Turbine Water;River;Water Balance;Valve;Installed Wind;Installed PV
4413;4413;32,23;20347,06;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;32,23;6240000,0;662264,58;4776830,41;4094218,77;4094218,77;13,34;81,09
4414;4414;28,82;17216,75;0,28;3,77;0,0;3,77;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;4780354,44;4170997,29;4170997,29;13,34;81,09
4415;4415;24,27;12521,27;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4783878,48;4272712,91;4272712,91;13,34;81,09
4416;4416;23,89;10956,11;0,07;0,96;0,0;0,96;0,0;0,0;0,0;0,0;23,89;6240000,0;490853,05;4787402,51;4285593,35;4285593,35;13,34;81,09
4417;4417;24,27;7825,79;0,16;2,11;0,0;2,11;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4790926,55;4284456,46;4284456,46;13,34;81,09
4418;4418;24,27;5947,6;0,16;2,11;0,0;2,11;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4794450,58;4289858,69;4289858,69;13,34;81,09
4419;4419;25,41;4695,48;0,18;2,4;0,0;2,4;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;4797974,62;4271260,52;4271260,52;13,34;81,09
4420;4420;26,92;5947,6;0,22;2,87;0,0;2,87;0,0;0,13;0,0;0,13;26,92;6240000,0;553183,59;4801498,66;4242367,46;4242367,46;13,34;81,09
4421;4421;28,44;9077,92;0,24;3,22;0,0;3,22;0,03;2,18;0,0;2,18;28,44;6240000,0;584349,16;4805022,69;4211595,61;4211595,61;13,34;81,09
4422;4422;30,34;17373,26;0,23;3,04;0,0;3,04;0,08;6,53;0,0;6,53;30,34;6240000,0;623305,37;4808546,73;4167868,1;4167868,1;13,34;81,09
4423;4423;34,13;21599,19;0,23;3,04;0,0;3,04;0,18;14,27;0,0;14,27;34,13;6240000,0;701217,79;4812070,76;4089253,78;4089253,78;13,34;81,09
4424;4424;37,16;22694,8;0,16;2,11;0,0;2,11;0,28;23,02;0,0;23,02;37,16;6240000,0;763546,53;4815594,8;4029353,47;4029353,47;13,34;81,09
4425;4425;38,3;21129,64;0,12;1,6;0,0;1,6;0,38;31,09;0,0;31,09;38,3;6240000,0;786922,05;4819118,83;4011067,14;4011067,14;13,34;81,09
4426;4426;36,4;17999,33;0,11;1,48;0,0;1,48;0,44;35,36;0,0;35,36;36,4;6240000,0;747968,84;4822642,87;4056674,7;4056674,7;13,34;81,09
4427;4427;37,92;16121,14;0,2;2,7;0,0;2,7;0,42;34,21;0,0;34,21;37,92;6240000,0;779130,21;4826166,91;4030915,56;4030915,56;13,34;81,09
4428;4428;39,06;15495,07;0,41;5,53;0,0;5,53;0,36;28,83;0,0;28,83;39,06;6240000,0;802505,74;4829690,94;4011690,13;4011690,13;13,34;81,09
4429;4429;38,3;15338,56;0,47;6,3;0,0;6,3;0,26;20,97;0,0;20,97;38,3;6240000,0;786922,05;4833214,98;4030954,37;4030954,37;13,34;81,09
4430;4430;37,54;15182,04;0,28;3,77;0,0;3,77;0,18;14,39;0,0;14,39;37,54;6240000,0;771338,37;4836739,01;4050218,6;4050218,6;13,34;81,09
4431;4431;34,51;15025,52;0,09;1,16;0,0;1,16;0,09;7,3;0,0;7,3;34,51;6240000,0;709009,63;4840263,05;4116227,89;4116227,89;13,34;81,09
4432;4432;37,92;16434,17;0,1;1,36;0,0;1,36;0,03;2,39;0,0;2,39;37,92;6240000,0;779130,21;4843787,08;4048222,7;4048222,7;13,34;81,09
4433;4433;42,85;18781,91;0,17;2,26;0,0;2,26;0,0;0,09;0,0;0,09;42,85;6240000,0;880418,16;4847311,12;3948111,06;3948111,06;13,34;81,09
4434;4434;44,37;21912,22;0,09;1,16;0,0;1,16;0,0;0,0;0,0;0,0;44,37;6240000,0;911585,53;4850835,16;3917337,41;3917337,41;13,34;81,09
4435;4435;39,82;23164,35;0,09;1,16;0,0;1,16;0,0;0,0;0,0;0,0;39,82;6240000,0;818089,42;4854359,19;4013105,42;4013105,42;13,34;81,09
4436;4436;36,02;22225,25;0,13;1,72;0,0;1,72;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;4857883,23;4095480,97;4095480,97;13,34;81,09
4437;4437;32,61;20347,06;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;32,61;6240000,0;670050,42;4861407,26;4171009,77;4171009,77;13,34;81,09
4438;4438;28,44;17216,75;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;28,44;6240000,0;584349,16;4864931,3;4263365,39;4263365,39;13,34;81,09
4439;4439;25,03;12521,27;0,13;1,72;0,0;1,72;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4868455,33;4341707,28;4341707,28;13,34;81,09
4440;4440;24,65;10956,11;0,15;1,96;0,0;1,96;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4871979,37;4354587,72;4354587,72;13,34;81,09
4441;4441;24,27;7825,79;0,19;2,55;0,0;2,55;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4875503,41;4369033,32;4369033,32;13,34;81,09
4442;4442;24,65;5947,6;0,16;2,11;0,0;2,11;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4879027,44;4366644,3;4366644,3;13,34;81,09
4443;4443;25,03;4695,48;0,13;1,72;0,0;1,72;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4882551,48;4363629,22;4363629,22;13,34;81,09
4444;4444;26,92;5947,6;0,14;1,84;0,0;1,84;0,0;0,21;0,0;0,21;26,92;6240000,0;553183,59;4886075,51;4326944,32;4326944,32;13,34;81,09
4445;4445;28,44;9077,92;0,17;2,26;0,0;2,26;0,04;3,2;0,0;3,2;28,44;6240000,0;584349,16;4889599,55;4296172,47;4296172,47;13,34;81,09
4446;4446;31,47;17373,26;0,23;3,04;0,0;3,04;0,11;9,01;0,0;9,01;31,47;6240000,0;646680,89;4893123,58;4229069,43;4229069,43;13,34;81,09
4447;4447;34,89;21599,19;0,27;3,57;0,0;3,57;0,17;14,09;0,0;14,09;34,89;6240000,0;716801,47;4896647,62;4158246,96;4158246,96;13,34;81,09
4448;4448;37,92;22694,8;0,27;3,57;0,0;3,57;0,23;18,28;0,0;18,28;37,92;6240000,0;779130,21;4900171,66;4098346,64;4098346,64;13,34;81,09
4449;4449;38,68;21129,64;0,22;2,87;0,0;2,87;0,31;25,03;0,0;25,03;38,68;6240000,0;794713,9;4903695,69;4087852,15;4087852,15;13,34;81,09
4450;4450;37,16;17999,33;0,33;4,38;0,0;4,38;0,35;28,7;0,0;28,7;37,16;6240000,0;763546,53;4907219,73;4125673,87;4125673,87;13,34;81,09
4451;4451;36,4;16121,14;0,68;9,11;0,0;9,11;0,36;29,0;0,0;29,0;36,4;6240000,0;747968,84;4910743,76;4146653,79;4146653,79;13,34;81,09
4452;4452;39,44;15495,07;0,68;9,11;0,0;9,11;0,33;26,95;0,0;26,95;39,44;6240000,0;810297,58;4914267,8;4088475,15;4088475,15;13,34;81,09
4453;4453;38,68;15338,56;0,4;5,3;0,0;5,3;0,26;21,23;0,0;21,23;38,68;6240000,0;794713,9;4917791,83;4107739,38;4107739,38;13,34;81,09
4454;4454;37,16;15182,04;0,27;3,57;0,0;3,57;0,19;15,38;0,0;15,38;37,16;6240000,0;763546,53;4921315,87;4142587,3;4142587,3;13,34;81,09
4455;4455;35,64;15025,52;0,25;3,39;0,0;3,39;0,11;9,01;0,0;9,01;35,64;6240000,0;732385,16;4924839,91;4177429,22;4177429,22;13,34;81,09
4456;4456;39,06;16434,17;0,4;5,3;0,0;5,3;0,04;3,37;0,0;3,37;39,06;6240000,0;802505,74;4928363,94;4109424,04;4109424,04;13,34;81,09
4457;4457;44,75;18781,91;0,33;4,38;0,0;4,38;0,0;0,13;0,0;0,13;44,75;6240000,0;919377,37;4931887,98;3993728,7;3993728,7;13,34;81,09
4458;4458;43,61;21912,22;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;43,61;6240000,0;896001,84;4935412,01;4017497,95;4017497,95;13,34;81,09
4459;4459;41,33;23164,35;0,34;4,59;0,0;4,59;0,0;0,0;0,0;0,0;41,33;6240000,0;849250,79;4938936,05;4066520,91;4066520,91;13,34;81,09
4460;4460;37,92;22225,25;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;4942460,08;4141104,62;4141104,62;13,34;81,09
4461;4461;34,51;20347,06;0,25;3,39;0,0;3,39;0,0;0,0;0,0;0,0;34,51;6240000,0;709009,63;4945984,12;4216627,42;4216627,42;13,34;81,09
4462;4462;28,06;17216,75;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;28,06;6240000,0;576557,32;4949508,16;4355734,09;4355734,09;13,34;81,09
4463;4463;26,54;12521,27;0,08;1,06;0,0;1,06;0,0;0,0;0,0;0,0;26,54;6240000,0;545392,35;4953032,19;4395118,57;4395118,57;13,34;81,09
4464;4464;24,65;10956,11;0,06;0,78;0,0;0,78;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4956556,23;4439164,58;4439164,58;13,34;81,09
4465;4465;24,65;7825,79;0,11;1,48;0,0;1,48;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;4960080,26;4445818,93;4445818,93;13,34;81,09
4466;4466;24,27;5947,6;0,14;1,84;0,0;1,84;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;4963604,3;4459012,4;4459012,4;13,34;81,09
4467;4467;25,03;4695,48;0,17;2,26;0,0;2,26;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;4967128,33;4448206,08;4448206,08;13,34;81,09
4468;4468;25,79;5947,6;0,19;2,55;0,0;2,55;0,0;0,17;0,0;0,17;25,79;6240000,0;529809,86;4970652,37;4434894,9;4434894,9;13,34;81,09
4469;4469;29,2;9077,92;0,24;3,22;0,0;3,22;0,03;2,48;0,0;2,48;29,2;6240000,0;599929,84;4974176,41;4365168,64;4365168,64;13,34;81,09
4470;4470;30,34;17373,26;0,27;3,57;0,0;3,57;0,09;7,0;0,0;7,0;30,34;6240000,0;623305,37;4977700,44;4337021,81;4337021,81;13,34;81,09
4471;4471;34,13;21599,19;0,25;3,39;0,0;3,39;0,15;12,47;0,0;12,47;34,13;6240000,0;701217,79;4981224,48;4258407,5;4258407,5;13,34;81,09
4472;4472;37,54;22694,8;0,2;2,7;0,0;2,7;0,22;18,11;0,0;18,11;37,54;6240000,0;771338,37;4984748,51;4190715,34;4190715,34;13,34;81,09
4473;4473;38,68;21129,64;0,09;1,16;0,0;1,16;0,26;21,23;0,0;21,23;38,68;6240000,0;794713,9;4988272,55;4172429,01;4172429,01;13,34;81,09
4474;4474;39,44;17999,33;0,05;0,7;0,0;0,7;0,3;24,34;0,0;24,34;39,44;6240000,0;810297,58;4991796,58;4163499,68;4163499,68;13,34;81,09
4475;4475;38,68;16121,14;0,08;1,06;0,0;1,06;0,31;25,2;0,0;25,2;38,68;6240000,0;794713,9;4995320,62;4184485,59;4184485,59;13,34;81,09
4476;4476;37,92;15495,07;0,16;2,11;0,0;2,11;0,29;23,45;0,0;23,45;37,92;6240000,0;779130,21;4998844,66;4204219,37;4204219,37;13,34;81,09
4477;4477;39,44;15338,56;0,33;4,38;0,0;4,38;0,22;18,15;0,0;18,15;39,44;6240000,0;810297,58;5002368,69;4176732,56;4176732,56;13,34;81,09
4478;4478;38,3;15182,04;0,41;5,53;0,0;5,53;0,14;11,23;0,0;11,23;38,3;6240000,0;786922,05;5005892,73;4203788,63;4203788,63;13,34;81,09
4479;4479;34,51;15025,52;0,45;6,03;0,0;6,03;0,07;5,47;0,0;5,47;34,51;6240000,0;709009,63;5009416,76;4285381,61;4285381,61;13,34;81,09
4480;4480;35,64;16434,17;0,53;7,09;0,0;7,09;0,02;1,79;0,0;1,79;35,64;6240000,0;732385,16;5012940,8;4264121,47;4264121,47;13,34;81,09
4481;4481;41,33;18781,91;0,4;5,3;0,0;5,3;0,0;0,09;0,0;0,09;41,33;6240000,0;849250,79;5016464,83;4148432,14;4148432,14;13,34;81,09
4482;4482;43,99;21912,22;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;43,99;6240000,0;903793,68;5019988,87;4094282,96;4094282,96;13,34;81,09
4483;4483;40,95;23164,35;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;5023512,91;4158883,61;4158883,61;13,34;81,09
4484;4484;37,54;22225,25;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;37,54;6240000,0;771338,37;5027036,94;4233473,32;4233473,32;13,34;81,09
4485;4485;34,13;20347,06;0,71;9,41;0,0;9,41;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;5030560,98;4308996,12;4308996,12;13,34;81,09
4486;4486;30,71;17216,75;0,68;9,11;0,0;9,11;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;5034085,01;4385771,06;4385771,06;13,34;81,09
4487;4487;27,3;12521,27;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;5037609,05;4464112,95;4464112,95;13,34;81,09
4488;4488;24,65;10956,11;0,75;10,0;0,0;10,0;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;5041133,08;4523741,44;4523741,44;13,34;81,09
4489;4489;24,27;7825,79;0,9;12,0;0,0;12,0;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;5044657,12;4538187,03;4538187,03;13,34;81,09
4490;4490;24,65;5947,6;0,96;12,81;0,0;12,81;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;5048181,16;4535798,01;4535798,01;13,34;81,09
4491;4491;25,03;4695,48;0,93;12,43;0,0;12,43;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;5051705,19;4532782,94;4532782,94;13,34;81,09
4492;4492;25,41;5947,6;0,87;11,63;0,0;11,63;0,0;0,17;0,0;0,17;25,41;6240000,0;522018,62;5055229,23;4527263,0;4527263,0;13,34;81,09
4493;4493;26,16;9077,92;0,71;9,41;0,0;9,41;0,03;2,05;0,0;2,05;26,16;6240000,0;537601,11;5058753,26;4512074,24;4512074,24;13,34;81,09
4494;4494;29,96;17373,26;0,47;6,3;0,0;6,3;0,07;5,34;0,0;5,34;29,96;6240000,0;615513,53;5062277,3;4429390,51;4429390,51;13,34;81,09
4495;4495;32,99;21599,19;0,27;3,57;0,0;3,57;0,13;10,25;0,0;10,25;32,99;6240000,0;677842,27;5065801,33;4366359,88;4366359,88;13,34;81,09
4496;4496;33,37;22694,8;0,13;1,72;0,0;1,72;0,18;14,61;0,0;14,61;33,37;6240000,0;685634,11;5069325,37;4360996,46;4360996,46;13,34;81,09
4497;4497;33,37;21129,64;0,09;1,16;0,0;1,16;0,21;17,0;0,0;17,0;33,37;6240000,0;685634,11;5072849,41;4366085,65;4366085,65;13,34;81,09
4498;4498;31,47;17999,33;0,14;1,84;0,0;1,84;0,21;17,17;0,0;17,17;31,47;6240000,0;646680,89;5076373,44;4411693,22;4411693,22;13,34;81,09
4499;4499;32,23;16121,14;0,28;3,77;0,0;3,77;0,21;16,83;0,0;16,83;32,23;6240000,0;662264,58;5079897,48;4401511,76;4401511,76;13,34;81,09
4500;4500;33,75;15495,07;0,45;6,03;0,0;6,03;0,18;14,95;0,0;14,95;33,75;6240000,0;693425,95;5083421,51;4374500,49;4374500,49;13,34;81,09
4501;4501;33,75;15338,56;0,4;5,3;0,0;5,3;0,16;12,86;0,0;12,86;33,75;6240000,0;693425,95;5086945,55;4378181,04;4378181,04;13,34;81,09
4502;4502;32,61;15182,04;0,33;4,38;0,0;4,38;0,13;10,34;0,0;10,34;32,61;6240000,0;670050,42;5090469,58;4405237,12;4405237,12;13,34;81,09
4503;4503;30,34;15025,52;0,28;3,77;0,0;3,77;0,09;6,96;0,0;6,96;30,34;6240000,0;623305,37;5093993,62;4455662,73;4455662,73;13,34;81,09
4504;4504;31,47;16434,17;0,23;3,04;0,0;3,04;0,03;2,61;0,0;2,61;31,47;6240000,0;646680,89;5097517,66;4434402,59;4434402,59;13,34;81,09
4505;4505;34,89;18781,91;0,23;3,04;0,0;3,04;0,0;0,13;0,0;0,13;34,89;6240000,0;716801,47;5101041,69;4365458,31;4365458,31;13,34;81,09
4506;4506;37,92;21912,22;0,3;3,97;0,0;3,97;0,0;0,0;0,0;0,0;37,92;6240000,0;779130,21;5104565,73;4303523,29;4303523,29;13,34;81,09
4507;4507;40,57;23164,35;0,34;4,59;0,0;4,59;0,0;0,0;0,0;0,0;40,57;6240000,0;833673,1;5108089,76;4251252,31;4251252,31;13,34;81,09
4508;4508;39,82;22225,25;0,33;4,38;0,0;4,38;0,0;0,0;0,0;0,0;39,82;6240000,0;818089,42;5111613,8;4271299,12;4271299,12;13,34;81,09
4509;4509;34,13;20347,06;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;34,13;6240000,0;701217,79;5115137,83;4393572,98;4393572,98;13,34;81,09
4510;4510;30,71;17216,75;0,53;7,09;0,0;7,09;0,0;0,0;0,0;0,0;30,71;6240000,0;631097,21;5118661,87;4470347,91;4470347,91;13,34;81,09
4511;4511;27,3;12521,27;0,43;5,77;0,0;5,77;0,0;0,0;0,0;0,0;27,3;6240000,0;560974,83;5122185,91;4548689,8;4548689,8;13,34;81,09
4512;4512;25,41;10956,11;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;5125709,94;4592735,21;4592735,21;13,34;81,09
4513;4513;25,03;7825,79;0,57;7,66;0,0;7,66;0,0;0,0;0,0;0,0;25,03;6240000,0;514226,78;5129233,98;4607181,4;4607181,4;13,34;81,09
4514;4514;24,65;5947,6;0,79;10,5;0,0;10,5;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;5132758,01;4620374,87;4620374,87;13,34;81,09
4515;4515;24,65;4695,48;0,83;11,01;0,0;11,01;0,0;0,0;0,0;0,0;24,65;6240000,0;506435,54;5136282,05;4625151,03;4625151,03;13,34;81,09
4516;4516;25,03;5947,6;0,83;11,01;0,0;11,01;0,0;0,21;0,0;0,21;25,03;6240000,0;514226,78;5139806,08;4619631,7;4619631,7;13,34;81,09
4517;4517;25,03;9077,92;0,86;11,44;0,0;11,44;0,04;3,12;0,0;3,12;25,03;6240000,0;514226,78;5143330,12;4620025,42;4620025,42;13,34;81,09
4518;4518;25,41;17373,26;0,87;11,63;0,0;11,63;0,1;8,24;0,0;8,24;25,41;6240000,0;522018,62;5146854,16;4607462,27;4607462,27;13,34;81,09
4519;4519;26,92;21599,19;0,79;10,5;0,0;10,5;0,16;13,03;0,0;13,03;26,92;6240000,0;553183,59;5150378,19;4575595,41;4575595,41;13,34;81,09
4520;4520;26,92;22694,8;0,53;7,09;0,0;7,09;0,2;16,57;0,0;16,57;26,92;6240000,0;553183,59;5153902,23;4578023,83;4578023,83;13,34;81,09
4521;4521;27,3;21129,64;0,23;3,04;0,0;3,04;0,23;18,41;0,0;18,41;27,3;6240000,0;560974,83;5157426,26;4575321,79;4575321,79;13,34;81,09
4522;4522;26,54;17999,33;0,17;2,26;0,0;2,26;0,23;18,62;0,0;18,62;26,54;6240000,0;545392,35;5160950,3;4597558,62;4597558,62;13,34;81,09
4523;4523;25,79;16121,14;0,3;3,97;0,0;3,97;0,22;17,72;0,0;17,72;25,79;6240000,0;529809,86;5164474,33;4618543,34;4618543,34;13,34;81,09
4524;4524;25,41;15495,07;0,62;8,23;0,0;8,23;0,2;16,1;0,0;16,1;25,41;6240000,0;522018,62;5167998,37;4630484,68;4630484,68;13,34;81,09
4525;4525;26,54;15338,56;0,64;8,51;0,0;8,51;0,17;13,75;0,0;13,75;26,54;6240000,0;545392,35;5171522,41;4610791,5;4610791,5;13,34;81,09
4526;4526;26,92;15182,04;0,45;6,03;0,0;6,03;0,14;11,23;0,0;11,23;26,92;6240000,0;553183,59;5175046,44;4606680,81;4606680,81;13,34;81,09
4527;4527;28,06;15025,52;0,45;6,03;0,0;6,03;0,09;7,35;0,0;7,35;28,06;6240000,0;576557,32;5178570,48;4586987,64;4586987,64;13,34;81,09
4528;4528;29,2;16434,17;0,34;4,59;0,0;4,59;0,03;2,73;0,0;2,73;29,2;6240000,0;599929,84;5182094,51;4565730,5;4565730,5;13,34;81,09
4529;4529;38,68;18781,91;0,41;5,53;0,0;5,53;0,0;0,09;0,0;0,09;38,68;6240000,0;794713,9;5185618,55;4372122,75;4372122,75;13,34;81,09
4530;4530;40,95;21912,22;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;40,95;6240000,0;841464,94;5189142,58;4325765,42;4325765,42;13,34;81,09
4531;4531;39,44;23164,35;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;39,44;6240000,0;810297,58;5192666,62;4359204,69;4359204,69;13,34;81,09
4532;4532;36,02;22225,25;0,6;7,94;0,0;7,94;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;5196190,66;4433788,4;4433788,4;13,34;81,09
4533;4533;32,99;20347,06;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;32,99;6240000,0;677842,27;5199714,69;4501525,36;4501525,36;13,34;81,09
4534;4534;28,82;17216,75;0,6;7,94;0,0;7,94;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;5203238,73;4593881,58;4593881,58;13,34;81,09
4535;4535;25,41;12521,27;0,38;5,06;0,0;5,06;0,0;0,0;0,0;0,0;25,41;6240000,0;522018,62;5206762,76;4672222,87;4672222,87;13,34;81,09
4536;4536;23,13;10956,11;0,27;3,57;0,0;3,57;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;5210286,8;4724060,12;4724060,12;13,34;81,09
4537;4537;23,89;7825,79;0,49;6,56;0,0;6,56;0,0;0,0;0,0;0,0;23,89;6240000,0;490853,05;5213810,83;4715131,99;4715131,99;13,34;81,09
4538;4538;25,79;5947,6;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;25,79;6240000,0;529809,86;5217334,87;4681577,4;4681577,4;13,34;81,09
4539;4539;28,82;4695,48;0,64;8,51;0,0;8,51;0,0;0,0;0,0;0,0;28,82;6240000,0;592140,4;5220858,91;4624023,03;4624023,03;13,34;81,09
4540;4540;32,23;5947,6;0,51;6,83;0,0;6,83;0,0;0,21;0,0;0,21;32,23;6240000,0;662264,58;5224382,94;4556170,76;4556170,76;13,34;81,09
4541;4541;34,51;9077,92;0,41;5,53;0,0;5,53;0,03;2,69;0,0;2,69;34,51;6240000,0;709009,63;5227906,98;4509819,42;4509819,42;13,34;81,09
4542;4542;35,64;17373,26;0,31;4,18;0,0;4,18;0,09;7,43;0,0;7,43;35,64;6240000,0;732385,16;5231431,01;4481672,59;4481672,59;13,34;81,09
4543;4543;37,16;21599,19;0,25;3,39;0,0;3,39;0,16;13,37;0,0;13,37;37,16;6240000,0;763546,53;5234955,05;4449809,33;4449809,33;13,34;81,09
4544;4544;36,02;22694,8;0,24;3,22;0,0;3,22;0,21;17,3;0,0;17,3;36,02;6240000,0;740177,0;5238479,08;4475607,28;4475607,28;13,34;81,09
4545;4545;35,64;21129,64;0,23;3,04;0,0;3,04;0,24;19,22;0,0;19,22;35,64;6240000,0;732385,16;5242003,12;4488488,32;4488488,32;13,34;81,09
4546;4546;35,64;17999,33;0,28;3,77;0,0;3,77;0,24;19,69;0,0;19,69;35,64;6240000,0;732385,16;5245527,15;4495142,67;4495142,67;13,34;81,09
4547;4547;38,3;16121,14;0,55;7,37;0,0;7,37;0,24;19,18;0,0;19,18;38,3;6240000,0;786922,05;5249051,19;4446008,0;4446008,0;13,34;81,09
4548;4548;37,16;15495,07;0,55;7,37;0,0;7,37;0,23;18,79;0,0;18,79;37,16;6240000,0;763546,53;5252575,23;4473533,63;4473533,63;13,34;81,09
4549;4549;34,51;15338,56;0,51;6,83;0,0;6,83;0,21;16,74;0,0;16,74;34,51;6240000,0;709009,63;5256099,26;4531751,07;4531751,07;13,34;81,09
4550;4550;34,13;15182,04;0,57;7,66;0,0;7,66;0,16;13,33;0,0;13,33;34,13;6240000,0;701217,79;5259623,3;4543223,47;4543223,47;13,34;81,09
4551;4551;34,13;15025,52;0,66;8,81;0,0;8,81;0,1;8,07;0,0;8,07;34,13;6240000,0;701217,79;5263147,33;4546904,02;4546904,02;13,34;81,09
4552;4552;37,54;16434,17;0,66;8,81;0,0;8,81;0,04;3,12;0,0;3,12;37,54;6240000,0;771338,37;5266671,37;4478898,83;4478898,83;13,34;81,09
4553;4553;40,95;18781,91;0,6;7,94;0,0;7,94;0,0;0,13;0,0;0,13;40,95;6240000,0;841464,94;5270195,4;4409948,55;4409948,55;13,34;81,09
4554;4554;45,12;21912,22;0,55;7,37;0,0;7,37;0,0;0,0;0,0;0,0;45,12;6240000,0;927169,21;5273719,44;4324638,01;4324638,01;13,34;81,09
4555;4555;43,61;23164,35;0,47;6,3;0,0;6,3;0,0;0,0;0,0;0,0;43,61;6240000,0;896001,84;5277243,48;4358077,28;4358077,28;13,34;81,09
4556;4556;40,19;22225,25;0,45;6,03;0,0;6,03;0,0;0,0;0,0;0,0;40,19;6240000,0;825881,26;5280767,51;4432661,0;4432661,0;13,34;81,09
4557;4557;36,02;20347,06;0,41;5,53;0,0;5,53;0,0;0,0;0,0;0,0;36,02;6240000,0;740177,0;5284291,55;4523767,49;4523767,49;13,34;81,09
4558;4558;32,61;17216,75;0,4;5,3;0,0;5,3;0,0;0,0;0,0;0,0;32,61;6240000,0;670050,42;5287815,58;4600548,41;4600548,41;13,34;81,09
4559;4559;24,27;12521,27;0,24;3,22;0,0;3,22;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;5291339,62;4780174,05;4780174,05;13,34;81,09
4560;4560;23,51;10956,11;0,22;2,87;0,0;2,87;0,0;0,0;0,0;0,0;23,51;6240000,0;483061,81;5294863,65;4800845,73;4800845,73;13,34;81,09
4561;4561;23,13;7825,79;0,51;6,83;0,0;6,83;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;5298387,69;4815291,33;4815291,33;13,34;81,09
4562;4562;23,13;5947,6;0,84;11,26;0,0;11,26;0,0;0,0;0,0;0,0;23,13;6240000,0;475270,57;5301911,73;4820693,55;4820693,55;13,34;81,09
4563;4563;24,27;4695,48;0,92;12,31;0,0;12,31;0,0;0,0;0,0;0,0;24,27;6240000,0;498644,29;5305435,76;4802095,99;4802095,99;13,34;81,09
4564;4564;26,54;5947,6;0,92;12,31;0,0;12,31;0,0;0,21;0,0;0,21;26,54;6240000,0;545392,35;5308959,8;4757619,85;4757619,85;13,34;81,09
4565;4565;29,58;9077,92;0,91;12,18;0,0;12,18;0,04;2,9;0,0;2,9;29,58;6240000,0;607721,69;5312483,83;4695684,23;4695684,23;13,34;81,09
4566;4566;32,99;17373,26;0,87;11,63;0,0;11,63;0,09;7,05;0,0;7,05;32,99;6240000,0;677842,27;5316007,87;4620792,34;4620792,34;13,34;81,09
4567;4567;35,64;21599,19;0,75;10,0;0,0;10,0;0,13;10,42;0,0;10,42;35,64;6240000,0;732385,16;5319531,9;4565547,56;4565547,56;13,34;81,09
4568;4568;36,4;22694,8;0,49;6,56;0,0;6,56;0,16;12,86;0,0;12,86;36,4;6240000,0;747968,84;5323055,94;4552392,3;4552392,3;13,34;81,09
4569;4569;37,54;21129,64;0,23;3,04;0,0;3,04;0,19;15,16;0,0;15,16;37,54;6240000,0;771338,37;5326579,98;4534111,96;4534111,96;13,34;81,09
